ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C300n,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_efm25
2025,01,2671502,1,0007,1,1,20250126715021000711,1,1,1,1,2,,2,75,1,19,7,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,1119.0828639097097
2025,01,2671502,1,0007,1,1,20250126715021000712,1,2,3,1,2,,1,40,1,22,12,1984,1,,,,,,,,,,,,,,,2,,4419,8530,3,2,,,5,600,0,8,5,0,8,8,0,29,,40,2,40,2,,2,2,4,1300,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,5,2,,2,2,2,2,2,1,10,7,1,1300,,,,,,,,50,1300,1300,1350,1,1487.8342881762874
2025,01,2671502,1,0008,1,1,20250126715021000811,1,1,1,1,2,,2,78,1,1,11,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,3,1,3,1,4,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,6,5,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,1119.0828639097097
2025,01,49619,1,0007,1,1,202501496191000711,1,1,1,1,2,,1,38,1,14,3,1986,1,,,,,,,,,,,,,,,1,,8156,1520,3,5,1,,2,30,0,11,11,11,11,11,4,59,,59,1,,2,,2,2,2,400,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1732,,,,,,,,,1732,1732,1732,1,855.2972220238086
2025,01,49619,1,0007,1,1,202501496191000712,1,2,2,1,2,,2,35,2,12,11,1989,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,806.0380692283151
2025,01,49619,1,0007,1,1,202501496191000713,1,3,3,1,2,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,01,49619,1,0007,1,1,202501496191000714,1,4,3,1,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,01,49619,1,0012,1,1,202501496191001211,1,1,1,1,2,,2,25,1,14,1,2000,1,,,,,,,,,,,,,,,1,,7513,1071,3,5,2,2,1,4,0,7,7,7,7,7,0,35,,35,1,,2,,2,2,2,250,5,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,1,1083,150,,,,,,,,1233,1233,1233,1,806.0380692283151
2025,01,49619,1,0012,1,1,202501496191001212,1,2,2,1,2,,1,31,2,4,2,1993,1,,,,,,,,,,,,,,,2,,9313,4100,3,5,3,2,1,3,0,8,8,8,8,8,5,45,,45,1,,1,1,1,1,2,350,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,1,1,1,1516,,,,,,,,,1516,1516,1516,1,855.2972220238086
2025,01,49619,1,0012,1,1,202501496191001213,1,3,3,1,2,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,01,49619,1,0012,1,1,202501496191001214,1,4,3,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,01,49773,1,0014,1,1,202501497731001411,1,1,1,1,2,,2,28,1,26,6,1996,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,570.3019579077716
2025,01,49773,1,0014,1,1,202501497731001412,1,2,2,1,2,,1,25,1,22,7,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,2,7,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,605.1546433535636
2025,01,49773,1,0014,1,1,202501497731001413,1,3,3,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,01,1980901,1,0006,1,1,20250119809011000611,1,1,1,1,2,,1,41,1,25,6,1983,2,1,,,,,,,,,,,,,,1,,9321,2392,3,5,1,,5,1000,0,0,0,0,0,0,0,0,,48,2,48,2,,2,2,2,500,312,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,5,1,2165,312,,,,,,,324,2477,2477,2801,1,1104.0467390434485
2025,01,1980901,1,0006,1,1,20250119809011000612,1,2,2,1,2,,2,38,2,3,9,1986,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1040.4613495302883
2025,01,1980901,1,0006,1,1,20250119809011000613,1,3,3,1,2,,1,16,3,6,4,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,3,,,2,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,883.7007463393512
2025,01,1980901,1,0006,1,1,20250119809011000614,1,4,3,1,2,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,01,1980901,1,0006,1,1,20250119809011000615,1,5,3,1,2,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,01,1980901,1,0007,1,1,20250119809011000711,1,1,1,1,2,,1,19,1,2,4,2005,1,,,,,,,,,,,,,,,1,,8131,2022,3,5,2,2,1,3,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,1,60,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,7,1,1800,,,,,,,,,1800,1800,1800,1,883.7007463393512
2025,01,1980901,1,0008,1,1,20250119809011000811,1,1,1,1,2,,2,25,1,9,9,1999,1,,,,,,,,,,,,,,,1,,9412,5630,3,5,2,2,1,3,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,2,300,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,7,1,1299,,,,,,,,,1299,1299,1299,1,1040.4613495302883
2025,01,1980901,1,0008,1,1,20250119809011000812,1,2,2,1,2,,1,28,2,9,9,1996,1,,,,,,,,,,,,,,,2,,9333,2392,3,5,1,,3,100,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,2,350,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,7,1,1516,,,,,,,,,1516,1516,1516,1,1104.0467390434485
2025,01,1980901,1,0008,1,1,20250119809011000813,1,3,3,1,2,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,01,1980901,1,0008,1,1,20250119809011000814,1,4,6,1,2,,1,42,4,31,8,1982,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,5,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1104.0467390434485
2025,01,1980901,1,0009,1,1,20250119809011000911,1,1,1,1,2,,2,25,1,7,6,1999,1,,,,,,,,,,,,,,,1,,9412,5630,3,5,2,2,1,3,4,4,0,0,0,0,0,8,,48,2,48,2,,2,1,2,240,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1039,,,,,,,,,1039,1039,1039,1,1040.4613495302883
2025,01,1980901,1,0009,1,1,20250119809011000912,1,2,7,1,2,,2,18,2,21,6,2006,1,,,,,,,,,,,,,,,2,,5212,4781,3,5,2,2,1,2,0,11,11,11,11,11,11,66,,66,1,,2,,2,2,2,240,,,,,,,,,,,,,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,1,1039,,,,,,,,,1039,1039,1039,1,986.9472466252398
2025,01,1980901,1,0009,1,1,20250119809011000913,1,3,3,1,2,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,01,1980901,1,0009,1,1,20250119809011000914,1,4,3,1,2,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,01,2442402,1,0076,1,1,20250124424021007611,1,1,1,1,2,,1,42,1,3,5,1982,1,,,,,,,,,,,,,,,1,,4321,4649,3,5,1,,4,200,9,9,9,9,9,9,0,54,,54,1,,1,1,1,2,4,1130,10,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,8,1,,2,2,2,2,2,2,2,2,1,1130,300,,,,,,,33,1430,1430,1463,1,1076.9958814299616
2025,01,2442402,1,0076,1,1,20250124424021007612,1,2,2,1,2,,2,37,2,16,3,1987,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,6,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,3,,5,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,1014.968432588325
2025,01,2442402,1,0076,1,1,20250124424021007613,1,3,3,1,2,,1,18,3,6,5,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,11,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,862.0487073297807
2025,01,2442402,1,0076,1,1,20250124424021007614,1,4,3,1,2,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,01,2442402,1,0076,1,1,20250124424021007615,1,5,3,1,2,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,01,2442402,1,0076,1,1,20250124424021007616,1,6,3,1,2,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,01,27198,1,0066,1,1,202501271981006611,1,1,1,1,2,,2,72,2,22,5,1952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,2,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,663.1775714025214
2025,01,27198,1,0066,1,1,202501271981006612,1,2,11,2,,1,1,51,2,8,9,1973,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,735.5763022673054
2025,01,28896,1,0025,1,1,202501288961002511,1,1,1,1,2,,1,42,1,16,11,1982,1,,,,,,,,,,,,,,,1,,4419,8423,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,2000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,2000,,,,,,,,50,2000,2000,2050,1,1299.3903901524566
2025,01,28896,1,0025,1,1,202501288961002512,1,2,2,1,2,,2,48,1,27,12,1976,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,977.3437342480931
2025,01,28896,1,0025,1,1,202501288961002513,1,3,3,1,2,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,01,28896,1,0025,1,1,202501288961002514,1,4,6,1,2,,1,71,4,12,12,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,1,5,2,,2,,5,3,,2,2,2,2,2,2,10,1,4,,,,,,,,,,,,,1,1084.0398123868144
2025,01,28896,1,0027,1,1,202501288961002711,1,1,1,1,2,,2,60,1,21,1,1964,1,,,,,,,,,,,,,,,1,,5321,8610,3,2,,,5,9998,0,6,12,12,0,6,0,36,,36,1,,2,,2,2,4,3000,,,,,,,,,,,,,,,2,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,5,,2,2,2,2,2,2,10,7,1,3000,,,,,,,,50,3000,3000,3050,1,977.3437342480931
2025,01,28896,1,0027,1,1,202501288961002712,1,2,3,1,2,,1,34,2,13,12,1990,1,,,,,,,,,,,,,,,2,,4417,8422,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,2300,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,3,,2,2,2,2,2,2,10,9,1,2300,,,,,,,,50,2300,2300,2350,1,1299.3903901524566
2025,01,28896,1,0028,1,1,202501288961002811,1,1,1,1,2,,1,85,1,1,4,1939,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,4,2,,2,,2,,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,6,5,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,1084.0398123868144
2025,01,28896,1,0028,1,1,202501288961002812,1,2,2,1,2,,2,90,2,3,7,1934,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,2,3,,,1,4,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,3,3,,2,2,2,2,2,2,1,7,4,,,,,,,,,,,,,1,977.3437342480931
2025,01,28896,1,0028,1,1,202501288961002813,1,3,3,1,2,,2,57,3,20,5,1967,1,,,,,,,,,,,,,,,3,,2342,8510,3,2,,,5,9998,0,6,6,0,0,0,0,12,,30,2,30,2,,2,2,4,3500,,,,,,,,,,,,,,,2,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,3500,,,,,,,,50,3500,3500,3550,1,977.3437342480931
2025,01,29292,1,0031,1,1,202501292921003111,1,1,1,1,2,,1,27,1,24,4,1997,1,,,,,,,,,,,,,,,1,,2421,610,3,3,,,5,9998,0,0,0,0,8,8,0,16,,48,2,48,2,,2,2,4,5400,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,5400,,,,,,,,1350,5400,5400,6750,1,1319.2914981691424
2025,01,29292,1,0031,1,1,202501292921003112,1,2,6,1,2,,2,67,2,14,10,1957,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,1,,2,1,2,2,2,2,10,7,4,,,,,,,,,,,,,1,992.3124637170099
2025,01,29292,1,0032,1,1,202501292921003211,1,1,1,1,2,,1,55,1,9,12,1969,1,,,,,,,,,,,,,,,1,,7221,2511,3,5,2,2,1,4,0,8,0,0,8,8,6,30,,48,2,48,2,,2,2,3,750,,,,,,,,,,,,,,,1,1,1,5,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,1,2,2,2,2,10,7,1,1500,,,,,,,,50,1500,1500,1550,1,1100.6426698222665
2025,01,29292,1,0033,1,1,202501292921003311,1,1,1,1,2,,2,53,1,9,8,1971,1,,,,,,,,,,,,,,,1,,3256,8423,3,2,,,5,9998,0,8,8,0,8,8,8,40,,48,2,48,2,,2,2,4,1800,,,,,,,,,,,,,,,2,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,1800,,,,,,,,450,1800,1800,2250,1,992.3124637170099
2025,01,47851,1,0086,1,1,202501478511008611,1,1,1,1,2,,2,31,1,1,4,1993,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,13,7,1,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,2,,,,,,,,,,,,,1,784.6533858692644
