ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_amj25
2025,04,2694701,1,0066,1,1,20240426947011006612,1,2,2,1,2,,2,46,2,2,13,8,1978,1,,,,,,,,,,,,,,,,2211,2100,3,5,1,,4,200,0,8,8,8,0,0,0,24,,40,2,40,2,,2,2,4,11000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,11000,,,,,,,,2751,11000,11000,13751,1,897.756775295958
2025,06,27488,1,0074,1,1,202506274881007412,1,2,2,1,2,,1,46,2,2,22,3,1979,1,,,,,,,,,,,,,,,,1221,4649,3,5,1,,4,120,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,12000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,3,,2,2,2,2,2,2,10,7,1,12000,,,,,,,,1393,12000,12000,13393,1,1280.609771068338
2025,05,27407,1,0046,1,1,202405274071004613,1,3,3,1,2,,2,36,3,3,15,7,1988,1,,,,,,,,,,,,,,,,2212,8610,3,2,,,5,501,12,6,6,6,6,6,0,42,10,70,2,70,1,2,2,2,4,9000,40,,,2000,,2000,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,7,,2,2,2,2,2,2,10,7,1,9000,40,,,2000,2000,,,50,13040,9040,13090,1,1095.5617659308377
2025,06,25321,1,0138,1,1,202403253211013811,1,1,1,1,2,,1,57,1,1,1,3,1968,1,,,,,,,,,,,,,,,,2142,8413,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,1,1,1,2,4,13000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,1,2,2,2,2,2,10,7,1,13000,,,,,,,,50,13000,13000,13050,1,1070.776894444015
2025,06,25275,1,0012,1,1,202406252751001211,1,1,1,1,2,,2,64,1,1,25,4,1961,1,,,,,,,,,,,,,,,,2311,8530,3,2,,,5,998,0,6,6,6,6,6,0,30,16,46,1,,1,1,1,2,4,5000,,,,,,8000,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,5000,,,,,8000,,,50,13000,5000,13050,1,820.9030448224316
2025,04,2688001,1,0004,1,1,20240126880011000411,1,1,1,1,2,,1,67,1,1,25,9,1957,1,,,,,,,,,,,,,,,,1221,4663,3,5,1,,1,11,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,12000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,12000,,,,,,,,1000,12000,12000,13000,1,989.3707194572122
2025,05,24856,1,0072,1,1,202502248561007211,1,1,1,1,2,,1,35,1,1,19,2,1990,1,,,,,,,,,,,,,,,,2212,8610,3,2,,,5,9998,0,12,0,12,0,12,0,36,28,64,1,,1,1,1,2,4,8500,,,,4500,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,8500,,,,4500,,,,,13000,8500,13000,1,963.5753140609866
2025,04,2731801,1,0022,1,1,20250427318011002211,1,1,1,1,2,,2,59,1,1,27,10,1965,1,,,,,,,,,,,,,,,,2411,6920,3,5,1,,2,50,0,8,8,8,8,8,8,48,42,90,1,,2,,2,2,4,5000,,,,,,6000,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,4,1,5000,,,,,6000,,,1876,11000,5000,12876,1,1052.007212135377
2025,05,25636,1,0040,1,1,202502256361004012,1,2,2,1,2,,1,59,2,2,25,1,1966,1,,,,,,,,,,,,,,,,2311,8530,3,5,1,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,9000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,9,1,9000,,,,,,,,3666,9000,9000,12666,1,876.246588756243
2025,06,25321,1,0136,1,1,202403253211013612,1,2,2,1,2,,1,49,2,2,28,7,1975,1,,,,,,,,,,,,,,,,2141,8413,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,12500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,12500,,,,,,,,50,12500,12500,12550,1,1070.776894444015
2025,05,2627701,1,0012,1,1,20240826277011001211,1,1,1,1,2,,2,46,1,1,18,3,1979,1,,,,,,,,,,,,,,,,4110,6311,3,5,1,,2,50,0,8,8,8,0,8,0,32,,32,1,,2,,2,2,4,10000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,10000,,,,,,,,2499,10000,10000,12499,1,843.4967061180223
2025,05,1792901,1,0032,1,1,20240517929011003211,1,1,1,1,2,,1,54,1,1,15,3,1971,1,,,,,,,,,,,,,,,,2212,8610,3,3,,,5,9998,0,6,6,6,6,6,0,30,,30,1,,2,,2,2,4,10000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,10000,,,,,,,,2499,10000,10000,12499,1,422.0973234780819
2025,06,26818,2,0090,1,1,202506268182009011,1,1,1,1,2,,1,30,1,1,16,2,1995,1,,,,,,,,,,,,,,,,2421,4510,3,5,1,,5,501,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,10000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,1,10000,,,,,,,,2499,10000,10000,12499,1,1349.0098352821592
2025,05,2527102,1,0017,1,1,20250525271021001714,1,4,3,1,2,,2,38,4,4,22,3,1987,1,,,,,,,,,,,,,,,,2411,8411,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,12000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,12000,,,,,,,,75,12000,12000,12075,1,1699.6334607958795
2025,05,2528301,1,0079,1,1,20240225283011007911,1,1,1,1,2,,1,58,1,1,5,4,1967,1,,,,,,,,,,,,,,,,2142,8412,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,12000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,12000,,,,,,,,50,12000,12000,12050,1,815.8379735008406
2025,06,2571002,1,0021,1,1,20250625710021002111,1,1,1,1,2,,2,40,1,1,18,9,1984,1,,,,,,,,,,,,,,,,2212,8610,3,2,,,5,9882,12,0,0,12,0,0,12,36,48,84,1,,2,,2,2,4,7000,,,,5000,,,,,,,,,,,1,3,1,1,1,2,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,7,,2,2,2,2,2,2,10,1,1,7000,,,,5000,,,,50,12000,7000,12050,1,2802.597726708476
2025,05,2528301,1,0036,1,1,20240225283011003611,1,1,1,1,2,,1,51,1,1,5,3,1974,1,,,,,,,,,,,,,,,,2152,3312,3,5,1,,2,50,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,9500,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,9500,,,,,,,,2376,9500,9500,11876,1,815.8379735008406
2025,06,26274,1,0012,1,1,202506262741001212,1,2,2,1,2,,2,62,2,1,1,6,1963,1,,,,,,,,,,,,,,,,2411,6920,2,,2,1,1,1,0,8,8,6,8,8,0,38,,38,1,,1,1,1,2,,,,,,,,,,,,,,,,,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,,,11700,,,,,,,11700,11700,11700,1,860.3089513703218
2025,05,2642402,1,0020,1,1,20250526424021002011,1,1,1,1,2,,1,37,1,1,14,5,1988,1,,,,,,,,,,,,,,,,2212,8610,3,1,,,5,1000,0,6,6,6,6,6,6,36,20,56,1,,2,,2,2,4,6000,20,,,5000,,,,,,,,,,,1,4,2,,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,11,7,,2,2,2,2,2,2,10,7,1,6000,600,,,5000,,,,50,11600,6600,11650,1,535.7464772922389
2025,06,2692202,1,0070,1,1,20250626922021007011,1,1,1,1,2,,1,44,1,1,20,8,1980,1,,,,,,,,,,,,,,,,2421,111,3,5,1,,1,15,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,8000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,8000,,,,,,,,3334,8000,8000,11334,1,1036.9785617333985
2025,04,29034,1,0041,1,1,202504290341004115,1,5,3,1,2,,1,52,5,5,10,1,1973,1,,,,,,,,,,,,,,,,4110,2630,3,5,1,,5,9998,0,9,9,9,9,9,0,45,,45,1,,2,,2,2,4,9000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,9000,,,,,,,,2250,9000,9000,11250,1,1016.5735956127996
2025,05,2627701,1,0011,1,1,20240526277011001113,1,3,3,1,2,,2,27,3,3,8,4,1998,1,,,,,,,,,,,,,,,,4110,8610,3,3,,,5,9998,0,8,8,8,0,8,0,32,,32,1,,2,,2,2,4,9000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,1,9000,,,,,,,,2250,9000,9000,11250,1,1047.797522236361
2025,06,26141,1,0187,1,1,202506261411018711,1,1,1,1,2,,1,36,1,1,14,9,1988,1,,,,,,,,,,,,,,,,2144,4290,3,5,1,,4,450,0,11,11,11,11,4,0,48,,48,1,,2,,2,2,4,9000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,9000,,,,,,,,2250,9000,9000,11250,1,944.5091359921158
2025,05,2683902,1,0025,1,1,20240526839021002511,1,1,1,1,2,,1,42,1,1,4,10,1982,1,,,,,,,,,,,,,,,,2511,6419,3,5,1,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,8500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,8500,,,,,,,,2699,8500,8500,11199,1,1471.5076577916743
2025,05,24545,1,0141,1,1,202502245451014112,1,2,2,1,2,,1,39,2,2,15,6,1985,2,1,,,,,,,,,,,,,,,2152,3312,3,5,1,,5,9998,0,0,0,0,0,0,0,0,,48,2,48,2,,2,2,4,7500,1100,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,7500,1100,,,,,,,2500,8600,8600,11100,1,1560.4933538605005
2025,06,2957002,1,0053,1,1,20250329570021005311,1,1,1,1,2,,2,41,1,1,8,11,1983,1,,,,,,,,,,,,,,,,2145,2022,3,5,1,,4,120,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,8000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,8000,,,,,,,,3001,8000,8000,11001,1,1053.4308424591206
2025,04,29353,1,0015,1,1,202504293531001519,1,3,3,1,2,,1,48,3,3,28,7,1976,1,,,,,,,,,,,,,,,,2411,6920,2,,1,,1,1,4,4,4,4,4,4,4,28,,28,1,,2,,2,2,,,,11000,,,,,,,,,,,,,1,3,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,,,11000,,,,,,,11000,11000,11000,1,1327.5005678512975
2025,06,2640901,1,0006,1,1,20250326409011000611,1,1,1,1,2,,2,63,1,1,11,4,1962,1,,,,,,,,,,,,,,,,2411,8411,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,8500,1600,,,,,,,,,,,,,,1,3,1,1,2,,1,2,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,8500,133,,,,,,,2124,8633,8633,10757,1,825.7429667302562
2025,06,25017,1,0027,1,1,202506250171002712,1,2,2,1,2,,1,68,2,2,1,2,1957,1,,,,,,,,,,,,,,,,5120,5610,1,,3,2,1,3,0,12,12,12,12,12,12,72,,72,1,,2,,2,2,,,,,,,,,,,,,,,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,10652,,,,,,,10652,10652,10652,1,970.5811551759487
2025,05,2528301,1,0035,1,1,20240225283011003511,1,1,1,1,2,,2,40,1,1,10,10,1984,1,,,,,,,,,,,,,,,,4110,6810,3,5,1,,1,10,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,8500,,,,,,,,,,,,,,,1,3,1,1,1,2,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,8500,,,,,,,,2124,8500,8500,10624,1,935.7213130982566
2025,05,2683902,1,0027,1,1,20250526839021002711,1,1,1,1,2,,1,65,1,3,19,9,1959,1,,,,,,,,,,,,,,,,2212,8620,3,5,1,,1,18,0,8,8,8,8,8,5,45,,45,1,,2,,2,2,4,8500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,7,,2,2,2,2,2,2,10,7,1,8500,,,,,,,,2124,8500,8500,10624,1,1304.6756723737665
2025,06,27268,1,0050,1,1,202403272681005013,1,4,3,1,2,,2,39,4,4,23,7,1985,1,,,,,,,,,,,,,,,,2212,5629,3,5,1,,5,2500,0,7,7,7,7,7,0,35,,35,1,,2,,2,2,4,8500,13,,,,,,,,,,,,,,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,7,,2,2,2,2,2,2,10,7,1,8500,390,,,,,,,1626,8890,8890,10516,1,1007.5495894559293
2025,05,22828,1,0078,1,1,202502228281007811,1,1,1,1,2,,1,34,1,1,11,9,1990,1,,,,,,,,,,,,,,,,2421,4661,3,5,1,,4,150,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,8200,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,8200,,,,,,,,2132,8200,8200,10332,1,1241.8612832640085
2025,05,25262,1,0101,1,1,202405252621010111,1,1,1,1,2,,1,36,1,1,30,1,1989,1,,,,,,,,,,,,,,,,2151,4220,3,5,1,,5,998,0,10,8,8,10,8,0,44,,44,1,,2,,2,2,4,8475,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,8475,,,,,,,,1667,8475,8475,10142,1,1789.6242684187268
2025,06,2359501,1,0039,1,1,20250323595011003911,1,1,1,1,2,,1,38,1,1,8,8,1986,1,,,,,,,,,,,,,,,,2141,4711,3,5,1,,5,9998,0,8,8,8,8,8,5,45,,45,1,,2,,2,2,4,7600,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,7600,,,,,,,,2500,7600,7600,10100,1,1110.3741545725525
2025,04,2566001,1,0094,1,1,20240425660011009411,1,1,1,1,2,,1,44,1,1,16,2,1981,1,,,,,,,,,,,,,,,,2221,8610,3,2,,,5,9000,7,5,12,0,12,0,0,36,36,72,1,,2,,2,2,4,6000,,,,4000,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,11,5,,2,2,2,2,2,2,10,1,1,6000,,,,4000,,,,83,10000,6000,10083,1,1178.2689023239427
2025,05,19698,1,0008,1,1,202505196981000812,1,2,3,1,2,,1,36,2,2,11,8,1988,1,,,,,,,,,,,,,,,,4110,8423,3,2,,,5,9998,0,8,8,8,8,8,0,40,35,75,1,,2,,2,2,4,5000,,,,5000,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,5000,,,,5000,,,,50,10000,5000,10050,1,1318.1216628195493
2025,06,25321,1,0136,1,1,202403253211013611,1,1,1,1,2,,2,35,1,1,18,7,1989,1,,,,,,,,,,,,,,,,2611,8413,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,10000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,10000,,,,,,,,50,10000,10000,10050,1,1228.1222427107268
2025,05,25327,1,0112,1,1,202402253271011211,1,1,1,1,2,,1,57,1,1,15,5,1968,1,,,,,,,,,,,,,,,,2611,8411,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,8000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,8000,,,,,,,,2026,8000,8000,10026,1,918.4295176550869
2025,04,2671401,1,0053,1,1,20240126714011005311,1,2,2,1,2,,1,70,2,2,4,10,1954,1,,,,,,,,,,,,,,,,1321,2220,3,5,1,,3,60,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,8000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,8000,,,,,,,,2001,8000,8000,10001,1,895.9391561335481
2025,05,2627701,1,0011,1,1,20240526277011001112,1,2,2,1,2,,2,62,2,2,11,6,1962,1,,,,,,,,,,,,,,,,2421,2220,3,5,1,,2,30,0,8,8,8,0,8,0,32,,40,2,40,2,,2,2,4,8000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,8000,,,,,,,,2001,8000,8000,10001,1,843.4967061180223
2025,05,2672403,1,0101,1,1,20240526724031010112,1,2,2,1,2,,2,53,2,2,6,7,1971,1,,,,,,,,,,,,,,,,1169,6010,3,5,1,,4,101,0,8,8,8,0,8,0,32,,40,2,40,2,,2,2,4,8000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,1,8000,,,,,,,,2001,8000,8000,10001,1,983.1541623368333
2025,05,2485902,1,0047,1,1,20250524859021004711,1,1,1,1,2,,1,30,1,2,19,7,1994,1,,,,,,,,,,,,,,,,2143,3510,3,5,1,,5,1000,0,8,8,8,8,8,0,40,,40,1,,1,1,1,2,4,8000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,8000,,,,,,,,2001,8000,8000,10001,1,776.6065706381149
2025,04,26517,1,0045,1,1,202401265171004511,1,1,1,1,2,,1,68,1,2,3,11,1956,1,,,,,,,,,,,,,,,,1321,2825,1,,1,,1,7,2,8,8,8,8,8,3,45,,45,1,,2,,2,2,,,,10000,,,,,,,,,,,,,1,1,1,5,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,10000,,,,,,,10000,10000,10000,1,1470.873997206813
2025,04,2645802,1,0013,1,1,20240126458021001311,1,1,1,1,2,,1,70,1,2,4,3,1955,1,,,,,,,,,,,,,,,,1491,6820,1,,1,,1,12,0,9,9,9,9,9,6,51,,51,1,,2,,2,2,,,,,,,,,,,,,,,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,10000,,,,,,,10000,10000,10000,1,905.9198217797558
2025,05,2642402,1,0018,1,1,20250526424021001811,1,1,1,1,2,,1,42,1,2,29,5,1982,1,,,,,,,,,,,,,,,,1133,4100,1,,1,,1,11,0,9,9,9,9,9,4,49,,49,1,,2,,2,2,,,,10000,,,,,,,,,,,,,2,3,1,2,2,,1,2,2,,2,,2,,2,,2,,1,2,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,1,,,10000,,,,,,,10000,10000,10000,1,535.7464772922389
2025,05,26700,1,0065,1,1,202505267001006511,1,1,1,1,2,,1,31,1,1,3,3,1994,1,,,,,,,,,,,,,,,,2141,6202,3,5,1,,3,60,0,8,8,8,8,15,0,47,,47,2,40,2,,2,1,4,10000,,,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,11,5,,2,2,2,2,2,2,12,7,1,10000,,,,,,,,,10000,10000,10000,1,1705.9738646543724
2025,05,2443802,1,0042,1,1,20240524438021004214,1,4,7,1,2,,1,59,4,4,29,9,1965,1,,,,,,,,,,,,,,,,3314,2511,1,,1,,1,4,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,,,,10000,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,10000,,,,,,,10000,10000,10000,1,901.5153126557476
2025,05,23496,1,0011,1,1,202505234961001111,1,1,1,1,2,,1,66,1,1,2,5,1959,1,,,,,,,,,,,,,,,,2151,7120,3,5,1,,2,50,0,8,8,8,8,8,5,45,,45,1,,2,,2,2,4,10000,,,,,,,,,,,,,,,1,1,1,5,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,10000,,,,,,,,,10000,10000,10000,1,1074.328814131046
2025,05,25131,1,0066,1,1,202405251311006611,1,1,1,1,2,,1,55,1,1,20,1,1970,1,,,,,,,,,,,,,,,,3314,4923,1,,1,,1,6,0,12,12,12,12,12,0,60,,60,1,,2,,2,2,,,,10000,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,,,10000,,,,,,,10000,10000,10000,1,727.460568262576
