ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_jas25
2025,07,2024603,1,0118,1,1,20250720246031011815,,5,3,1,2,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,2024603,1,0118,1,1,20250720246031011816,,6,7,1,2,,1,40,6,6,21,3,1985,1,,,,,,,,,,,,,,,,9112,8730,3,5,1,,1,16,0,8,8,8,8,8,8,48,,48,1,,1,2,2,2,4,1500,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1500,,,,,,,,,1500,1500,1500,1,1782.6659236735961
2025,07,2040001,1,0061,1,1,20250720400011006111,,1,1,1,2,,1,79,1,1,11,4,1946,1,,,,,,,,,,,,,,,,4417,6920,3,5,3,2,1,2,4,4,1,1,1,1,1,13,,13,1,,2,,2,2,4,2000,,,,,,,,,,,,,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,2000,,,,,,,,,2000,2000,2000,1,776.3069289248514
2025,07,2040001,1,0061,1,1,20250720400011006112,,2,2,1,2,,2,69,2,2,5,5,1956,1,,,,,,,,,,,,,,,,2411,6419,3,5,1,,2,26,0,7,7,7,7,7,0,35,13,48,1,,1,2,2,2,4,4000,,,,,,3000,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,4000,,,,,3000,,,533,7000,4000,7533,1,701.5617944301798
2025,07,2040001,1,0062,1,1,20250720400011006211,,1,1,1,2,,1,41,1,1,20,6,1984,1,,,,,,,,,,,,,,,,5212,4759,3,5,1,,4,110,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,3,800,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,3,,2,2,2,2,2,2,10,6,1,1600,,,,,,,,169,1600,1600,1769,1,853.3758430770346
2025,07,2040001,1,0062,1,1,20250720400011006212,,2,3,1,2,,2,18,2,2,9,11,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,2,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,755.9344967860901
2025,07,2040001,1,0062,1,1,20250720400011006213,,3,3,1,2,,1,16,3,3,15,7,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,734.3502597820825
2025,07,2040001,1,0063,1,1,20250720400011006311,,1,1,1,2,,1,45,1,1,6,4,1980,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,10,4,,2,2,2,2,2,2,10,7,3,,,,,,,,,,,,,1,776.3069289248514
2025,07,2040001,1,0064,1,1,20250720400011006411,,1,1,1,2,,2,47,1,1,2,3,1978,1,,,,,,,,,,,,,,,,9112,8121,2,,3,2,1,1,0,0,0,0,4,4,0,8,4,12,1,,2,,2,2,,,,,,,,120,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,400,,,120,,,,520,400,520,1,701.5617944301798
2025,07,2040001,1,0064,1,1,20250720400011006412,,2,3,1,2,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,2319902,1,0118,1,1,20250723199021011811,,1,1,1,2,,2,57,1,1,13,3,1968,1,,,,,,,,,,,,,,,,9111,9700,6,,,,1,2,10,10,10,10,10,10,10,70,,70,1,,2,,2,2,2,420,30,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,1,1819,900,,,,,,,42,2719,2719,2761,1,1322.3853780516824
2025,07,2319902,1,0118,1,1,20250723199021011812,,2,2,1,2,,1,54,2,2,16,11,1970,1,,,,,,,,,,,,,,,,3115,4520,1,,2,1,1,2,0,9,9,9,9,9,9,54,,54,1,,2,,2,2,,,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,1,1,1,,,4135,,,,,,,4135,4135,4135,1,1463.2737127942282
2025,07,2319902,1,0118,1,1,20250723199021011813,,3,3,1,2,,1,22,3,3,15,5,2003,1,,,,,,,,,,,,,,,,4120,8413,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,1,1,1,2,4,1130,,,,,,,,,,,,,,,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,1,1,1130,,,,,,,,,1130,1130,1130,1,1384.1888962796486
2025,07,2319902,1,0119,1,1,20250723199021011911,,1,1,1,2,,2,40,1,1,13,6,1985,1,,,,,,,,,,,,,,,,5212,4530,3,5,2,1,1,3,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,2,300,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,1,7,1,1299,,,,,,,,134,1299,1299,1433,1,1578.6668755018798
2025,07,2319902,1,0119,1,1,20250723199021011912,,2,3,1,2,,1,19,2,2,26,9,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,6,2,,2,,2,,2,,2,,1,2,2,,2,,1,5,2,,2,,2,,10,1,,2,2,2,2,2,2,10,1,4,,,,,,,,,,,,,1,1384.1888962796486
2025,07,2664102,2,0080,1,1,20250726641022008011,1,1,1,1,2,,2,79,1,1,26,1,1946,1,,,,,,,,,,,,,,,,8153,1410,2,,2,2,1,1,0,5,5,5,5,5,0,25,,25,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,1139,,,,,,,1139,1139,1139,1,737.5357164677176
2025,07,2664102,2,0080,1,1,20250726641022008012,1,2,3,1,2,,2,53,2,2,27,1,1972,1,,,,,,,,,,,,,,,,5120,5610,3,5,3,2,1,2,0,6,0,6,0,6,0,18,19,37,1,,1,1,1,2,2,120,,,,,,800,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,520,,,,,800,,,,1320,520,1320,1,737.5357164677176
2025,07,2664102,2,0080,1,1,20250726641022008013,1,3,7,1,2,,1,79,3,3,22,7,1945,1,,,,,,,,,,,,,,,,4419,6910,3,5,1,,2,40,0,7,7,7,7,7,0,35,,35,1,,2,,2,2,4,1200,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,11,6,,2,2,2,2,2,2,10,7,1,1200,,,,,,,,,1200,1200,1200,1,816.1135506081569
2025,07,2664102,2,0081,1,1,20250726641022008111,1,1,1,1,2,,1,30,1,1,2,3,1995,1,,,,,,,,,,,,,,,,2611,6910,1,,2,1,1,9,0,6,6,6,6,6,0,30,,30,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,11,6,,2,2,2,2,2,2,10,6,1,,,5000,,,,,,,5000,5000,5000,1,897.1343206499274
2025,07,2664102,2,0081,1,1,20250726641022008112,1,2,7,1,2,,1,25,2,2,21,10,1999,1,,,,,,,,,,,,,,,,3314,6820,1,,2,1,1,6,0,8,8,8,8,8,0,40,,40,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,6,1,,,4800,,,,,,,4800,4800,4800,1,897.1343206499274
2025,07,2171501,1,0073,1,1,20250721715011007311,,1,1,1,2,,2,39,1,1,22,9,1985,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,2,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1179.5160274745376
2025,07,2171501,1,0074,1,1,20250721715011007411,,1,1,1,2,,1,78,1,1,25,8,1946,1,,,,,,,,,,,,,,,,9533,4789,2,,3,2,1,1,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,7,1,,,235,5,,,,,,240,240,240,1,1093.2989243055229
2025,07,2171501,1,0077,1,1,20250721715011007711,,1,1,1,2,,1,61,1,7,20,11,1963,1,,,,,,,,,,,,,,,,9541,4789,2,,3,2,1,2,5,8,8,8,8,8,8,53,,53,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,1,,,1732,,,,,,,1732,1732,1732,1,1093.2989243055229
2025,07,2171501,1,0077,1,1,20250721715011007712,,2,2,1,2,,2,45,2,2,3,3,1980,1,,,,,,,,,,,,,,,,5412,8411,3,2,,,5,9998,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,1500,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,5,1,,2,2,2,2,2,2,10,6,1,1500,,,,,,,,,1500,1500,1500,1,988.032859949672
2025,07,2171501,1,0077,1,1,20250721715011007713,,7,6,1,2,,2,85,7,7,28,8,1939,1,,,,,,,,,,,,,,,,7392,3212,2,,3,2,1,1,0,2,2,2,2,2,2,12,,12,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,2,,2,2,2,2,2,2,10,7,1,,,65,,,,,,,65,65,65,1,988.032859949672
2025,07,2171501,1,0077,1,1,20250721715011007714,,3,3,1,2,,1,22,3,2,8,9,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,4,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1034.2099486283876
2025,07,2171501,1,0077,1,1,20250721715011007715,,4,3,1,2,,1,16,4,4,23,6,2009,1,,,,,,,,,,,,,,,,9333,4759,3,5,3,2,1,2,0,0,0,0,0,5,5,10,,10,1,,2,,2,2,2,30,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,6,1,130,,,,,,,,,130,130,130,1,1034.2099486283876
2025,07,2171501,1,0077,1,1,20250721715011007716,,5,3,1,2,,2,15,5,5,21,6,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,3,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1064.6077490591001
2025,07,2171501,1,0077,1,1,20250721715011007717,,6,3,1,2,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,07,2171501,1,0078,1,1,20250721715011007811,,1,1,1,2,,2,64,1,1,27,3,1961,1,,,,,,,,,,,,,,,,9112,8121,3,4,1,,3,100,8,8,8,8,8,0,0,40,,40,1,,2,,2,2,4,1130,,,,,,,,,,,,,,,2,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,5,1,,2,2,2,2,2,2,10,6,1,1130,,,,,,,,188,1130,1130,1318,1,988.032859949672
2025,07,2171501,1,0078,1,1,20250721715011007812,,2,2,1,2,,1,61,2,2,18,11,1963,1,,,,,,,,,,,,,,,,8321,4922,2,,3,2,1,1,7,7,7,7,7,7,7,49,,49,1,,2,,2,2,,,,,,,,,,,,,,,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,5,1,,,480,,,,,,,480,480,480,1,1093.2989243055229
2025,07,2635202,1,0064,1,1,20250726352021006411,,1,1,1,2,,2,62,1,1,31,7,1962,1,,,,,,,,,,,,,,,,1144,4761,3,5,1,,1,3,0,8,8,8,8,8,8,48,15,63,1,,2,,2,2,4,3500,,,,,,1200,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,3500,,,,,1200,,,142,4700,3500,4842,1,821.7666423091678
2025,07,2635202,1,0064,1,1,20250726352021006412,,2,3,1,2,,1,32,2,2,27,1,1993,1,,,,,,,,,,,,,,,,4110,6202,3,5,1,,2,50,0,7,7,7,7,7,0,35,,35,1,,2,,2,2,4,3500,,,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,3500,,,,,,,,,3500,3500,3500,1,999.5923477599833
2025,07,2635202,1,0064,1,1,20250726352021006413,,3,3,1,2,,2,29,3,3,8,12,1995,1,,,,,,,,,,,,,,,,2431,8530,3,5,1,,3,100,0,8,8,8,8,8,0,40,,40,1,,2,,2,1,4,3000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,3000,,,,,,,,750,3000,3000,3750,1,981.0270131066005
2025,07,2635202,1,0065,1,1,20250726352021006511,,1,1,1,2,,1,60,1,1,2,10,1964,1,,,,,,,,,,,,,,,,3314,8220,1,,1,,1,4,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,,,,3500,,,,,,,,,,,,,1,3,1,4,2,,1,4,2,,2,,2,,2,,2,,1,5,2,,2,,2,,10,3,,2,2,2,2,2,2,10,7,1,,,3500,,,,,,,3500,3500,3500,1,909.3185282446361
2025,07,2635202,1,0065,1,1,20250726352021006512,,2,2,1,2,,2,50,2,1,6,2,1975,1,,,,,,,,,,,,,,,,2421,6619,3,5,1,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,12000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,12000,,,,,,,,3667,12000,12000,15667,1,821.7666423091678
2025,07,2635202,1,0066,1,1,20250726352021006611,,1,1,1,2,,1,70,1,1,12,11,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,11,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,909.3185282446361
2025,07,2635202,1,0066,1,1,20250726352021006612,,2,2,1,2,,2,69,2,2,28,1,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,821.7666423091678
2025,07,2635202,1,0067,1,1,20250726352021006711,,1,1,1,2,,2,76,1,1,11,11,1948,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,6,5,,2,2,2,2,2,2,10,1,4,,,,,,,,,,,,,1,821.7666423091678
2025,07,2635202,1,0067,1,1,20250726352021006712,,2,3,1,2,,1,44,2,2,25,6,1981,1,,,,,,,,,,,,,,,,5222,6020,3,5,1,,4,300,0,9,9,9,9,9,0,45,,45,1,,2,,2,2,4,6000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,6000,,,,,,,,1500,6000,6000,7500,1,999.5923477599833
2025,07,2635202,1,0067,1,1,20250726352021006713,,3,3,1,2,,1,36,3,1,14,12,1988,1,,,,,,,,,,,,,,,,1114,4773,3,5,1,,5,9998,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,6000,800,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,6000,800,,,,,,,1500,6800,6800,8300,1,999.5923477599833
2025,07,2178302,1,0010,1,1,20250721783021001011,,1,1,1,2,,2,57,1,1,13,6,1968,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,2,2,4,,,,,,,,,,,,,1,656.3146748278089
2025,07,2178302,1,0010,1,1,20250721783021001012,,2,3,1,2,,1,27,2,2,22,6,1998,1,,,,,,,,,,,,,,,,3317,6622,3,5,1,,5,9998,0,8,8,8,8,8,0,40,,40,1,,1,1,1,2,4,1700,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,1700,,,,,,,,,1700,1700,1700,1,798.337499849062
2025,07,2178302,1,0010,1,1,20250721783021001013,,3,3,1,2,,1,21,3,2,31,10,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,686.9884531697659
2025,07,2178302,1,0011,1,1,20250721783021001111,,1,1,1,2,,1,37,1,1,26,8,1987,1,,,,,,,,,,,,,,,,7111,4100,3,5,3,2,1,4,0,8,8,8,8,8,6,46,14,60,1,,2,,2,2,2,720,,,,,,1000,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,9,1,3118,,,,,1000,,,,4118,3118,4118,1,798.337499849062
2025,07,2178302,1,0011,1,1,20250721783021001112,,2,2,1,2,,2,39,2,2,3,3,1986,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,783.5100525559166
2025,07,2178302,1,0011,1,1,20250721783021001113,,3,3,1,2,,1,18,3,3,20,4,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,5,4,,,,,,,,,,,,,1,686.9884531697659
2025,07,2178302,1,0011,1,1,20250721783021001114,,4,3,1,2,,1,15,4,4,7,9,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,686.9884531697659
