ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_aso25
2025,08,21936,1,0084,1,1,202405219361008412,1,2,3,1,2,,1,26,2,1,24,3,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,2,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,1,10,7,4,,,,,,,,,,,,,1,824.6670310591671
2025,08,22428,1,0097,1,1,202408224281009711,1,1,1,1,2,,1,50,1,1,18,9,1974,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,13,1,2,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,1,,2,2,2,2,2,2,10,7,2,,,,,,,,,,,,,1,1020.5517389252894
2025,08,22428,1,0097,1,1,202408224281009712,1,2,2,1,2,,2,47,2,2,18,7,1978,1,,,,,,,,,,,,,,,,9111,9700,6,,,,1,1,0,10,10,10,10,10,0,50,,50,1,,2,,2,2,2,350,70,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1516,303,,,,,,,,1819,1819,1819,1,903.5373224026633
2025,08,22428,1,0097,1,1,202408224281009713,1,3,3,1,2,,1,19,3,3,16,2,2006,2,1,,,,,,,,,,,,,,,4321,1520,3,5,3,2,1,9,0,0,0,0,0,0,0,0,,50,2,50,2,,2,1,2,300,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,2,,2,2,2,2,2,2,10,7,1,1299,,,,,,,,50,1299,1299,1349,1,972.5349021026208
2025,08,22428,1,0097,1,1,202408224281009714,1,4,3,1,2,,2,17,4,1,16,7,2008,1,,,,,,,,,,,,,,,,5142,9602,3,5,3,2,1,4,0,9,9,9,9,9,9,54,,54,1,,2,,2,2,2,250,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,7,1,1083,,,,,,,,,1083,1083,1083,1,1037.6267059802483
2025,08,22991,1,0076,1,1,202505229911007611,1,1,1,1,2,,1,59,1,1,14,11,1965,1,,,,,,,,,,,,,,,,7111,4100,1,,3,2,1,2,0,8,8,8,8,8,6,46,,46,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,1,1,1,,,2400,,,,,,,2400,2400,2400,1,729.2644078097532
2025,08,22991,1,0076,1,1,202505229911007612,1,2,2,1,2,,2,58,2,2,8,9,1966,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,645.6484127398318
2025,08,22991,1,0076,1,1,202505229911007613,1,3,3,1,2,,2,34,3,3,22,11,1990,1,,,,,,,,,,,,,,,,3213,4772,3,5,1,,5,5000,8,8,0,8,8,8,8,48,,48,1,,1,1,1,2,4,1200,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,1200,,,,,,,,542,1200,1200,1742,1,764.0177573128226
2025,08,22991,1,0076,1,1,202505229911007614,1,4,3,1,2,,1,33,4,4,4,4,1992,1,,,,,,,,,,,,,,,,7112,4330,2,,3,2,1,1,0,9,9,9,9,9,6,51,,51,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,3031,,,,,,,3031,3031,3031,1,789.7171006639738
2025,08,22991,1,0076,1,1,202505229911007615,1,5,3,1,2,,2,31,5,5,31,12,1993,1,,,,,,,,,,,,,,,,3215,3250,3,5,2,2,1,10,0,8,8,8,8,8,6,46,,46,1,,1,1,1,2,4,2000,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,2000,,,,,,,,158,2000,2000,2158,1,764.0177573128226
2025,08,22991,1,0076,1,1,202508229911007617,1,6,4,2,,2,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025,08,22991,1,0076,1,1,202508229911007618,1,7,5,2,,2,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025,08,22991,1,0076,1,1,202508229911007619,1,8,5,2,,2,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025,08,27913,1,0023,1,1,202408279131002311,1,1,1,1,2,,1,65,1,2,20,12,1959,1,,,,,,,,,,,,,,,,7222,2511,3,5,3,2,1,2,0,0,6,6,7,8,6,33,,33,1,,2,,2,2,2,300,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1299,,,,,,,,,1299,1299,1299,1,1392.2486805045764
2025,08,27913,1,0023,1,1,202408279131002312,1,2,2,1,2,,2,65,2,2,9,11,1959,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,1,3,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,1,4,,,,,,,,,,,,,1,1232.6162377876612
2025,08,28041,1,0078,1,1,202408280411007811,1,1,1,1,2,,2,55,1,1,5,7,1970,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,1,3,1,4,2,,1,4,2,,2,,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,894.4672127006991
2025,08,28041,1,0078,1,1,202408280411007812,1,2,2,1,2,,1,60,2,2,23,3,1965,1,,,,,,,,,,,,,,,,4110,125,3,5,1,,5,9998,0,9,9,9,9,9,9,54,,54,1,,2,,2,2,4,4000,380,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,4,,2,2,2,2,2,2,10,7,1,4000,646,,,,,,,1249,4646,4646,5895,1,1010.3069864407237
2025,08,28041,1,0078,1,1,202408280411007813,1,3,3,1,2,,1,28,3,3,28,8,1996,1,,,,,,,,,,,,,,,,3512,8413,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,1,1,1,2,4,5000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,5000,,,,,,,,275,5000,5000,5275,1,1094.0568270824836
2025,08,28041,1,0078,1,1,202408280411007814,1,4,3,1,2,,2,24,4,4,8,3,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,2,2,11,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1027.210547378297
2025,08,1962301,1,0035,1,1,20240519623011003511,1,1,1,1,2,,2,49,1,1,30,5,1976,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,1,5,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,850.8816761584397
2025,08,1962301,1,0035,1,1,20240519623011003512,1,2,3,1,2,,2,25,2,2,21,6,2000,1,,,,,,,,,,,,,,,,5131,5610,3,5,1,,1,20,10,10,10,10,10,10,10,70,,70,1,,2,,2,2,4,1300,30,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1300,900,,,,,,,,2200,2200,2200,1,1006.8772680760917
2025,08,1962301,1,0035,1,1,20240519623011003515,1,3,4,1,2,,1,26,3,3,28,3,1999,1,,,,,,,,,,,,,,,,9412,5610,3,5,1,,1,20,11,11,11,11,11,11,11,77,,77,1,,2,,2,2,4,1800,20,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,5,3,,2,2,2,2,2,2,10,8,1,1800,600,,,,,,,200,2400,2400,2600,1,1040.7457016001592
2025,08,1962301,1,0035,1,1,20240519623011003516,1,4,5,1,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,08,1962301,1,0035,1,1,20240519623011003517,1,5,5,1,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,08,1962301,1,0035,1,1,20240519623011003513,1,6,7,1,1,,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025,08,1962301,1,0035,1,1,20240519623011003514,1,7,8,1,2,,1,24,7,7,9,9,2000,1,,,,,,,,,,,,,,,,5230,5610,3,5,1,,1,3,8,8,8,8,0,8,8,48,,48,1,,2,,2,2,4,1130,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,8,1,,2,2,2,2,2,2,10,7,1,1130,,,,,,,,,1130,1130,1130,1,915.8582685031349
2025,08,19740,1,0075,1,1,202405197401007511,1,1,1,1,2,,2,65,1,1,14,11,1959,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,2,7,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,1,2,2,2,2,2,10,5,4,,,,,,,,,,,,,1,763.0352963027971
2025,08,19740,1,0075,1,1,202405197401007513,1,2,4,1,2,,2,40,2,2,1,5,1985,1,,,,,,,,,,,,,,,,9111,9700,6,,,,1,1,0,5,5,5,5,0,0,20,,25,2,25,1,2,2,2,2,120,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,1,1,520,,,,,,,,,520,520,520,1,902.925654781561
2025,08,19740,1,0075,1,1,202405197401007512,1,3,5,1,2,,2,17,3,3,31,8,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,3,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,876.2734880103721
2025,08,2421902,1,0007,1,1,20240524219021000711,1,1,1,1,2,,1,45,1,1,10,8,1979,1,,,,,,,,,,,,,,,,9411,5610,2,,3,2,1,1,6,9,9,9,9,9,9,60,,60,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,1,,,2,2,2,2,2,2,10,7,1,,,1870,,,,,,,1870,1870,1870,1,1154.1146225524549
2025,08,18593,1,0121,1,1,202405185931012111,1,1,1,1,2,,1,42,1,1,12,1,1983,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,13,5,1,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,2,,,,,,,,,,,,,1,919.2486875886921
2025,08,27057,1,0061,1,1,202408270571006111,1,1,1,1,2,,2,53,1,1,10,6,1972,1,,,,,,,,,,,,,,,,4120,6910,3,5,1,,1,4,0,8,4,8,3,8,0,31,,31,1,,2,,2,1,4,2000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,8,1,2000,,,,,,,,266,2000,2000,2266,1,871.8151207913813
2025,08,27057,1,0061,1,1,202408270571006112,1,2,3,1,1,,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025,08,27057,1,0061,1,1,202408270571006113,1,3,7,1,2,,2,46,3,3,14,3,1979,1,,,,,,,,,,,,,,,,1321,2100,3,5,1,,2,50,0,8,8,8,8,5,0,37,,40,2,40,2,,2,2,4,16000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,7,,2,2,2,2,2,2,10,7,1,16000,,,,,,,,5332,16000,16000,21332,1,871.8151207913813
2025,08,27057,1,0061,1,1,202408270571006114,1,4,7,1,2,,2,49,4,4,8,11,1975,1,,,,,,,,,,,,,,,,3314,6201,3,5,1,,1,8,0,8,8,0,8,8,0,32,,40,2,40,2,,2,2,4,14700,,,,,,,,,,,,,,,1,3,1,1,1,2,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,14700,,,,,,,,3867,14700,14700,18567,1,871.8151207913813
2025,08,2672403,1,0270,1,1,20240526724031027011,1,1,1,1,2,,1,77,1,1,13,6,1948,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,7,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,11,6,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,985.8938076174954
2025,08,28922,1,0064,1,1,202405289221006411,1,1,1,1,2,,1,71,1,1,11,7,1954,1,,,,,,,,,,,,,,,,9629,4921,2,,3,2,1,1,0,0,0,11,11,11,0,33,,33,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,6,5,,2,2,2,2,2,2,10,1,1,,,1015,,,,,,,1015,1015,1015,1,899.515346605548
2025,08,28922,1,0064,1,1,202405289221006412,1,2,2,1,2,,2,67,2,2,21,9,1957,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,2,7,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,3,2,,1,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,796.3787201890979
2025,08,28922,1,0064,1,1,202405289221006413,1,3,11,1,2,,1,72,3,3,28,10,1952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,3,2,,1,2,2,2,2,2,10,7,3,,,,,,,,,,,,,1,899.515346605548
2025,08,28922,1,0064,1,1,202508289221006414,1,4,11,2,,1,2,49,4,4,8,12,1975,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,13,6,2,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,10,3,,2,2,2,2,2,2,10,7,2,,,,,,,,,,,,,1,796.3787201890979
2025,08,29109,1,0205,1,1,202505291091020511,1,1,1,1,2,,1,71,1,1,9,7,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,1,1,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,11,5,,2,2,2,2,2,2,10,7,3,,,,,,,,,,,,,1,1079.3631952499793
2025,08,29109,1,0205,1,1,202505291091020512,1,2,2,1,2,,2,67,2,2,28,12,1957,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,7,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,10,1,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,955.6055750423282
2025,08,29109,1,0205,1,1,202505291091020513,1,3,3,1,2,,2,29,3,3,5,8,1995,1,,,,,,,,,,,,,,,,7513,1071,2,,3,2,1,1,0,8,8,8,8,8,8,48,,48,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,6,1,,,2131,,,,,,,2131,2131,2131,1,1130.8006244780597
2025,08,29109,1,0205,1,1,202505291091020514,1,4,4,1,2,,1,32,4,3,18,4,1993,1,,,,,,,,,,,,,,,,4313,2100,3,5,1,,5,1000,0,10,10,10,9,9,0,48,,48,1,,2,,2,2,4,3500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,3500,,,,,,,,876,3500,3500,4376,1,1168.837480600841
2025,08,29109,1,0205,1,1,202505291091020515,1,5,5,1,2,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,08,1755301,1,0071,1,1,20240817553011007111,1,1,1,1,2,,1,39,1,1,9,4,1986,1,,,,,,,,,,,,,,,,7341,3319,2,,2,2,1,1,0,0,9,9,9,9,9,45,,60,2,60,2,,2,2,,,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,6,1,,,1750,,,,,,,1750,1750,1750,1,455.3702349860975
2025,08,1755301,1,0071,1,1,20240817553011007112,1,2,2,1,1,,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025,08,1755301,1,0071,1,1,20240817553011007113,1,3,3,1,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,08,17424,2,0041,1,1,202505174242004111,1,1,1,1,2,,1,58,1,1,22,4,1967,1,,,,,,,,,,,,,,,,9313,4100,3,5,1,,2,50,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,2000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,2000,,,,,,,,334,2000,2000,2334,1,445.6578713536176
