ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C300n,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_fma25
2025,02,18329,1,0020,1,1,202502183291002011,1,1,1,1,2,,1,68,1,28,4,1956,1,,,,,,,,,,,,,,,1,,9629,8299,2,,3,2,1,1,0,9,8,6,6,8,0,37,,37,1,,2,,2,2,,,,,,,,,,,,,,,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,5,1,,,1000,,,,,,,1000,1000,1000,1,318.5061942534993
2025,02,18329,1,0020,1,1,202502183291002012,1,2,2,1,2,,2,52,3,13,3,1972,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,290.5453882238367
2025,02,18329,1,0020,1,1,202502183291002013,1,3,3,1,2,,2,23,3,28,12,2001,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,,5212,4773,2,,3,2,1,1,3,0,3,3,3,3,3,18,,18,1,,1,1,1,1,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,9,1,,,500,,,,,,,500,500,500,1,335.1656048828982
2025,02,18329,1,0020,1,1,202502183291002014,1,4,5,1,2,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,18329,1,0020,1,1,202502183291002015,1,5,5,1,2,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,18329,1,0020,1,1,202502183291002016,1,6,5,1,2,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,18329,1,0023,1,1,202502183291002311,1,1,1,1,2,,2,68,1,12,5,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,290.5453882238367
2025,02,18329,1,0023,1,1,202502183291002312,1,2,2,1,2,,1,64,1,15,3,1960,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,3439,9000,2,,3,2,1,1,3,0,0,0,0,3,3,9,,9,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,5,1,,,791,,,,,,,791,791,791,1,318.5061942534993
2025,02,18329,1,0024,1,1,202502183291002411,1,1,1,1,2,,2,40,1,13,5,1984,1,,,,,,,,,,,,,,,1,,5120,5610,2,,2,2,1,4,0,10,10,10,10,10,10,60,16,76,1,,2,,2,2,,,,,,,,100,20,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,1,,,2402,866,,100,,20,,3388,3268,3388,1,372.66578663222253
2025,02,18329,1,0024,1,1,202502183291002412,1,2,2,1,2,,1,51,3,13,11,1973,1,,,,,,,,,,,,,,,2,,5120,5610,4,,2,2,1,4,0,10,10,10,10,10,10,60,,60,1,,2,,2,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,5,1,,,,,,,,,,,,,1,318.5061942534993
2025,02,18329,1,0024,1,1,202502183291002413,1,3,3,1,2,,1,17,3,19,12,2007,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,,9412,5610,4,,2,2,1,4,5,0,0,0,0,0,0,5,,,1,,1,2,,,,,,,,,,,,2,4,1,1,5,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,308.83913565356124
2025,02,18329,1,0024,1,1,202502183291002414,1,4,3,1,2,,2,14,4,28,12,2010,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,,9412,5610,4,,2,2,1,4,4,8,8,8,8,8,8,52,,52,1,,2,,2,,,,,,,,,,,,,,,,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,1,,,,,,,,,,,,,1,335.1656048828982
2025,02,18426,1,0064,1,1,202502184261006411,1,1,1,1,2,,1,75,1,15,3,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,1,1,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,10,2,,2,2,2,2,2,2,10,7,3,,,,,,,,,,,,,1,321.9563152785714
2025,02,18426,1,0064,1,1,202502184261006412,1,2,3,1,2,,1,40,2,22,2,1984,1,,,,,,,,,,,,,,,2,,2240,7500,2,,2,1,1,1,0,10,10,10,10,10,6,56,,56,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,2346,,,,,,,2346,2346,2346,1,392.3825508904356
2025,02,18426,1,0064,1,1,202502184261006413,1,3,7,1,1,,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025,02,18426,1,0065,1,1,202502184261006511,1,1,1,1,2,,2,41,1,23,9,1983,1,,,,,,,,,,,,,,,1,,3314,5610,1,,2,1,1,6,11,11,11,11,11,11,11,77,,77,1,,2,,2,2,,,,,,,,,,,,,,,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,6,5,,2,2,2,2,2,2,12,9,1,,,2324,1200,,,,,,3524,3524,3524,1,376.7025748924897
2025,02,18426,1,0065,1,1,202502184261006512,1,2,2,1,2,,1,56,1,28,8,1968,1,,,,,,,,,,,,,,,2,,9412,5610,4,,2,1,1,6,10,10,10,10,10,10,6,66,,66,1,,2,,2,,,,,,,,,,,,,,,,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,12,9,1,,,,,,,,,,,,,1,321.9563152785714
2025,02,18426,1,0065,1,1,202502184261006513,1,3,3,1,2,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,18426,1,0065,1,1,202502184261006514,1,4,3,1,2,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,18464,1,0042,1,1,202502184641004211,1,1,1,1,2,,1,75,1,8,6,1949,1,,,,,,,,,,,,,,,1,,5212,4773,2,,3,2,1,1,10,10,10,10,10,10,10,70,,70,1,,2,,2,2,,,,,,,,,,,,,,,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,6,5,,2,2,2,2,2,2,10,7,1,,,971,50,,,,,,1021,1021,1021,1,479.31146570702947
2025,02,18464,1,0042,1,1,202502184641004212,1,2,2,1,2,,2,67,2,19,2,1957,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,7,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,5,1,,2,2,2,2,2,2,1,7,4,,,,,,,,,,,,,1,437.2339954341565
2025,02,18464,1,0044,1,1,202502184641004411,1,1,1,1,2,,2,31,1,26,12,1993,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,560.8147898919276
2025,02,18464,1,0044,1,1,202502184641004412,1,2,2,1,2,,1,29,1,13,6,1995,1,,,,,,,,,,,,,,,2,,5211,4630,2,,2,1,1,1,10,10,10,10,10,10,10,70,,70,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,10,3,,2,2,2,2,2,2,10,9,1,,,2044,,,,,,,2044,2044,2044,1,584.1583055217536
2025,02,18464,1,0045,1,1,202502184641004511,1,1,1,1,2,,2,62,1,3,12,1962,1,,,,,,,,,,,,,,,1,,5212,4722,2,,2,1,1,2,10,10,10,10,10,10,10,70,,70,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,,,537,360,,,,,,897,897,897,1,437.2339954341565
2025,02,18464,1,0045,1,1,202502184641004512,1,2,7,1,2,,2,63,2,21,2,1961,1,,,,,,,,,,,,,,,2,,5223,4722,4,,2,1,1,2,10,10,10,10,10,10,10,70,,70,1,,2,,2,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,9,1,,,,,,,,,,,,,1,437.2339954341565
2025,02,1786001,1,0043,1,1,20250217860011004311,1,1,1,1,2,,2,50,1,18,2,1974,2,1,,,,,,,,,,,,,,1,,4120,8411,3,2,,,5,9995,0,0,0,0,0,0,0,0,,48,2,48,2,,2,2,4,2000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,8,3,,2,2,2,2,2,2,10,7,1,2000,,,,,,,,75,2000,2000,2075,1,287.8259112845744
2025,02,1786001,1,0043,1,1,20250217860011004312,1,2,3,1,2,,1,21,2,5,4,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,5,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,305.9484309946921
2025,02,4674501,1,0243,1,1,20250246745011024311,1,1,1,1,2,,1,41,1,10,9,1983,1,,,,,,,,,,,,,,,1,,8321,4922,2,,3,2,1,1,0,10,10,10,10,10,12,62,,62,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,1150,,,,,,,1150,1150,1150,1,374.65005266038185
2025,02,4674501,1,0243,1,1,20250246745011024312,1,2,3,1,2,,1,16,2,8,6,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,298.07634040430565
2025,02,4674501,1,0245,1,1,20250246745011024511,1,1,1,1,2,,2,45,1,22,12,1979,1,,,,,,,,,,,,,,,1,,5212,4711,2,,3,2,1,1,9,9,9,9,9,12,12,69,,69,1,,2,,2,2,,,,,,,,,,,,,,,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,2,,2,2,2,2,2,2,10,7,1,,,400,150,,,,,,550,550,550,1,280.42011534528416
2025,02,4674501,1,0245,1,1,20250246745011024512,1,2,3,1,2,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,4674501,1,0246,1,1,20250246745011024611,1,1,1,1,2,,1,39,1,15,4,1985,1,,,,,,,,,,,,,,,1,,7411,4321,2,,2,2,1,1,0,9,9,9,9,9,9,54,,54,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,9,1,,,1700,,,,,,,1700,1700,1700,1,374.65005266038185
2025,02,4674501,1,0246,1,1,20250246745011024612,1,2,2,1,2,,2,36,2,25,6,1988,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,359.6786839794531
2025,02,4674501,1,0246,1,1,20250246745011024613,1,3,3,1,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,24100,1,0010,1,1,202502241001001011,1,1,1,1,2,,1,70,1,19,1,1955,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,1,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,4,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,986.605208962547
2025,02,24100,1,0010,1,1,202502241001001012,1,2,2,1,2,,2,59,2,16,4,1965,1,,,,,,,,,,,,,,,2,,5223,4721,4,,2,2,1,2,8,6,8,6,8,6,8,50,,50,1,,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,,,,,,,,,,,1,899.9937791901623
2025,02,24100,1,0010,1,1,202502241001001013,1,3,3,1,2,,2,36,3,11,9,1988,1,,,,,,,,,,,,,,,3,,3221,8610,3,5,1,,5,1000,0,10,0,10,0,10,0,30,24,54,1,,1,2,2,2,4,2500,,,,,,600,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,2500,,,,,600,,,624,3100,2500,3724,1,1154.3700340120977
2025,02,24100,1,0010,1,1,202502241001001014,1,4,5,1,2,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,24100,1,0011,1,1,202502241001001111,1,1,1,1,2,,2,37,1,12,10,1987,1,,,,,,,,,,,,,,,1,,8153,1410,3,5,2,2,1,6,0,8,8,8,8,8,6,46,,46,1,,1,1,1,2,2,300,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,8,1,,2,2,2,2,2,2,10,7,1,1299,,,,,,,,,1299,1299,1299,1,1154.3700340120977
2025,02,24100,1,0011,1,1,202502241001001112,1,2,3,1,2,,1,14,2,22,1,2011,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,956.6605154459927
2025,02,24100,1,0013,1,1,202502241001001311,1,1,1,1,2,,2,55,1,9,4,1969,1,,,,,,,,,,,,,,,1,,9112,8121,2,,3,2,1,1,0,0,8,8,8,8,0,32,,32,1,,1,1,1,2,,,,,,,,,,,,,,,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,606,,,,,,,606,606,606,1,899.9937791901623
2025,02,24100,1,0014,1,1,202502241001001411,1,1,1,1,2,,1,25,1,24,11,1999,1,,,,,,,,,,,,,,,1,,9333,4923,3,5,2,2,1,2,0,0,0,0,0,6,0,6,,40,2,40,1,1,1,2,2,80,,,,,,,,,,,,,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,346,,,,,,,,,346,346,346,1,1202.419863326972
2025,02,24100,1,0014,1,1,202502241001001412,1,2,2,1,2,,2,26,2,9,12,1998,1,,,,,,,,,,,,,,,2,,5211,4630,3,5,1,,1,5,10,0,10,10,10,10,10,60,,60,1,,1,1,1,2,2,300,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,2,,2,2,2,2,2,2,10,7,1,1299,,,,,,,,,1299,1299,1299,1,1154.3700340120977
2025,02,24137,1,0041,1,1,202502241371004111,1,1,1,1,2,,1,34,1,24,9,1990,1,,,,,,,,,,,,,,,1,,8332,3811,3,5,1,,2,40,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,2200,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,2200,,,,,,,,558,2200,2200,2758,1,748.627687767831
2025,02,24137,1,0041,1,1,202502241371004112,1,2,2,1,2,,2,27,2,9,6,1997,1,,,,,,,,,,,,,,,2,,9112,8411,3,2,,,5,9998,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,1000,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,6,1,1000,,,,,,,,,1000,1000,1000,1,718.7118208441892
2025,02,24137,1,0041,1,1,202502241371004113,1,3,3,1,2,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,24137,1,0041,1,1,202502241371004114,1,4,3,1,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
