ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C300n,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_fma25
2025,02,24137,1,0042,1,1,202502241371004211,1,1,1,1,2,,1,36,1,15,8,1988,1,,,,,,,,,,,,,,,1,,4224,5510,3,5,2,2,1,4,12,12,0,12,12,12,12,72,,72,1,,2,,2,2,4,1500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1500,,,,,,,,388,1500,1500,1888,1,748.627687767831
2025,02,24137,1,0042,1,1,202502241371004212,1,2,2,1,2,,2,34,2,26,8,1990,1,,,,,,,,,,,,,,,2,,4224,5510,3,5,2,2,1,4,12,12,12,12,12,12,12,84,,84,1,,2,,2,2,4,1500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,4,,6,2,2,2,2,2,2,10,7,1,1500,,,,,,,,388,1500,1500,1888,1,718.7118208441892
2025,02,24137,1,0042,1,1,202502241371004213,1,3,3,1,2,,2,15,3,2,2,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,13,4,3,2,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,2,,,,,,,,,,,,,1,646.3901190034909
2025,02,2523402,1,0071,1,1,20250225234021007111,1,1,1,1,2,,1,53,1,7,6,1971,1,,,,,,,,,,,,,,,1,,7231,4520,2,,2,2,1,1,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,1,,2,2,2,2,2,2,10,6,1,,,1800,,,,,,,1800,1800,1800,1,798.1462660580318
2025,02,2523402,1,0071,1,1,20250225234021007112,1,2,2,1,2,,2,44,2,8,2,1981,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,11,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,8,1,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,933.8650596269202
2025,02,2523402,1,0071,1,1,20250225234021007113,1,3,3,1,2,,2,14,2,5,1,2011,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,839.8931665217615
2025,02,2523402,1,0072,1,1,20250225234021007211,1,1,1,1,2,,2,35,1,6,3,1989,1,,,,,,,,,,,,,,,1,,3255,8690,3,5,2,2,1,5,0,8,0,8,0,8,0,24,,24,1,,1,1,1,2,4,1000,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,1000,,,,,,,,,1000,1000,1000,1,933.8650596269202
2025,02,2523402,1,0072,1,1,20250225234021007212,1,2,3,1,2,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,2523402,1,0073,1,1,20250225234021007311,1,1,1,1,2,,2,81,1,14,9,1943,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,1,4,,,,,,,,,,,,,1,728.0791423060017
2025,02,2523402,1,0073,1,1,20250225234021007312,1,2,2,1,2,,1,83,1,19,4,1941,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,9,3,,2,2,2,2,2,2,10,1,4,,,,,,,,,,,,,1,798.1462660580318
2025,02,2523402,1,0073,1,1,20250225234021007313,1,3,3,1,2,,1,52,3,27,8,1972,1,,,,,,,,,,,,,,,3,,4110,8413,3,2,,,5,9000,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,3200,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,11,5,,2,2,2,2,2,2,10,1,1,3200,,,,,,,,,3200,3200,3200,1,798.1462660580318
2025,02,47167,1,0053,1,1,202502471671005311,1,1,1,1,2,,2,73,1,26,7,1951,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,3,1,4,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,782.8284949774787
2025,02,47167,1,0053,1,1,202502471671005312,1,2,3,1,2,,2,48,2,17,8,1976,1,,,,,,,,,,,,,,,2,,5212,4759,3,5,2,2,1,3,12,12,12,12,0,12,12,72,,72,1,,2,,2,2,2,400,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,6,1,1732,,,,,,,,399,1732,1732,2131,1,782.8284949774787
2025,02,47167,1,0053,1,1,202502471671005313,1,3,3,1,2,,2,43,3,8,12,1981,1,,,,,,,,,,,,,,,3,,5212,4771,2,,2,2,1,1,0,12,12,12,12,12,12,72,,72,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,1550,200,,,,,,1750,1750,1750,1,1004.0888917987195
2025,02,47167,1,0054,1,1,202502471671005411,1,1,1,1,2,,1,76,1,28,8,1948,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,3,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,1,5,2,,2,,6,5,,2,2,2,2,2,2,10,5,4,,,,,,,,,,,,,1,858.1644548299718
2025,02,47167,1,0056,1,1,202502471671005611,1,1,1,1,2,,2,38,1,30,7,1986,1,,,,,,,,,,,,,,,1,,9122,4520,3,5,2,2,1,6,12,12,12,0,12,12,12,72,,72,1,,2,,2,2,2,300,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,6,1,1299,,,,,,,,8,1299,1299,1307,1,1004.0888917987195
2025,02,47167,1,0056,1,1,202502471671005612,1,2,3,1,1,,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025,02,47167,1,0056,1,1,202502471671005613,1,3,3,1,1,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025,02,47167,1,0057,1,1,202502471671005711,1,1,1,1,2,,1,71,1,3,7,1953,1,,,,,,,,,,,,,,,1,,5211,4630,2,,3,2,1,1,0,0,0,0,2,6,4,12,,12,1,,2,,2,2,,,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,1400,100,,,,,,1500,1500,1500,1,858.1644548299718
2025,02,47167,1,0057,1,1,202502471671005712,1,2,2,1,2,,2,70,1,4,4,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,2,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,782.8284949774787
2025,02,47167,1,0057,1,1,202502471671005713,1,3,3,1,2,,1,48,3,2,8,1976,1,,,,,,,,,,,,,,,3,,8322,4922,2,,3,2,1,1,12,12,12,12,0,12,12,72,,72,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,,,2400,,,,,,,2400,2400,2400,1,858.1644548299718
2025,02,2751501,1,0013,1,1,20250227515011001311,1,1,1,1,2,,1,64,1,30,8,1960,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,6,,,1,4,2,,2,,2,,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,9,3,,2,2,2,2,2,2,10,5,4,,,,,,,,,,,,,1,882.4454098533082
2025,02,2751501,1,0013,1,1,20250227515011001312,1,2,2,1,2,,2,54,2,12,9,1970,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,4,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,804.9778899687923
2025,02,2751501,1,0013,1,1,20250227515011001313,1,3,3,1,2,,1,31,3,31,5,1993,1,,,,,,,,,,,,,,,3,,111,8422,3,1,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,1,1,1,2,4,3700,,,,,,,,,,,,,,,1,4,2,,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,11,5,,2,2,2,2,2,2,10,7,1,3700,,,,,,,,83,3700,3700,3783,1,1075.475660852312
2025,02,2751501,1,0013,1,1,20250227515011001314,1,4,3,1,2,,1,23,4,23,4,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,13,2,4,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,10,3,,2,2,2,2,2,2,10,7,2,,,,,,,,,,,,,1,855.6620956126163
2025,02,2751501,1,0013,1,1,20250227515011001315,1,5,3,1,2,,1,22,5,1,8,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,10,2,,2,2,2,2,2,2,10,8,3,,,,,,,,,,,,,1,855.6620956126163
2025,02,2751501,1,0013,1,1,20250227515011001316,1,6,3,1,2,,1,16,6,23,5,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,3,,,2,4,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,855.6620956126163
2025,02,2574301,1,0090,1,1,20250225743011009011,1,1,1,1,2,,1,56,2,17,8,1968,1,,,,,,,,,,,,,,,1,,5212,4773,2,,2,2,1,1,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,3650,,,,,,,3650,3650,3650,1,1492.2913276989498
2025,02,2574301,1,0090,1,1,20250225743011009012,1,2,2,1,2,,2,52,2,5,2,1973,1,,,,,,,,,,,,,,,2,,4120,4773,3,5,2,1,1,10,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,3800,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,4,,2,2,2,2,2,2,10,7,1,3800,,,,,,,,792,3800,3800,4592,1,1361.2870674793558
2025,02,2574301,1,0090,1,1,20250225743011009013,1,3,3,1,2,,2,22,3,11,7,2002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,13,7,1,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,10,5,,2,2,2,2,2,2,10,1,2,,,,,,,,,,,,,1,1570.3453638695648
2025,02,2574301,1,0090,1,1,20250225743011009014,1,4,3,1,2,,2,19,4,24,12,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,3,,,2,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,10,1,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1570.3453638695648
2025,02,2574301,1,0092,1,1,20250225743011009211,1,1,1,1,2,,1,40,2,3,5,1984,1,,,,,,,,,,,,,,,1,,2511,2394,3,5,1,,4,300,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,4000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,3,1,4000,,,,,,,,999,4000,4000,4999,1,1818.7221372798506
2025,02,2574301,1,0092,1,1,20250225743011009212,1,2,2,1,2,,2,46,2,10,11,1978,1,,,,,,,,,,,,,,,2,,2341,8521,3,5,1,,4,230,0,6,6,6,6,6,0,30,,30,1,,2,,2,2,4,2500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,2500,,,,,,,,520,2500,2500,3020,1,1361.2870674793558
2025,02,2574301,1,0092,1,1,20250225743011009213,1,3,3,1,2,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,2574301,1,0092,1,1,20250225743011009214,1,4,3,1,2,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,2574301,1,0093,1,1,20250225743011009311,1,1,1,1,2,,1,47,1,16,9,1977,1,,,,,,,,,,,,,,,1,,2611,6910,2,,2,1,1,1,0,9,9,9,9,9,3,48,,48,1,,2,,2,2,,,,,,,,,,,,,,,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,1,4,2,,2,,2,,11,6,,2,2,2,2,2,2,10,7,1,,,7650,,,,,,,7650,7650,7650,1,1492.2913276989498
2025,02,2574301,1,0093,1,1,20250225743011009312,1,2,2,1,2,,2,46,2,19,12,1978,1,,,,,,,,,,,,,,,2,,2611,8423,3,2,,,5,9000,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,4500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,6,,2,2,2,2,2,2,10,7,1,4500,,,,,,,,83,4500,4500,4583,1,1361.2870674793558
2025,02,2574301,1,0093,1,1,20250225743011009313,1,3,3,1,2,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,2574301,1,0093,1,1,20250225743011009314,1,4,6,1,2,,2,75,2,7,9,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,11,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,11,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1361.2870674793558
2025,02,2981501,1,0057,1,1,20250229815011005711,1,1,1,1,2,,1,39,1,22,3,1985,1,,,,,,,,,,,,,,,1,,9321,1709,3,5,1,,4,110,0,11,11,11,11,11,11,66,,66,1,,2,,2,2,4,1350,5,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1350,150,,,,,,,,1500,1500,1500,1,1020.2787239105259
2025,02,2981501,1,0057,1,1,20250229815011005712,1,2,2,1,2,,2,32,2,24,4,1992,1,,,,,,,,,,,,,,,2,,9211,146,3,5,2,2,1,12,0,9,9,9,9,9,9,54,,54,1,,1,1,1,2,3,600,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,1,5,2,,2,,5,2,,2,2,2,2,2,2,10,6,1,1200,,,,,,,,,1200,1200,1200,1,979.5074259365773
2025,02,2981501,1,0057,1,1,20250229815011005713,1,3,3,1,2,,1,15,3,7,9,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,3,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,811.7467115140337
2025,02,2981501,1,0057,1,1,20250229815011005714,1,4,3,1,2,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,2981501,1,0057,1,1,20250229815011005715,1,5,3,1,2,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,2981501,1,0059,1,1,20250229815011005911,1,1,1,1,2,,1,41,1,6,5,1983,1,,,,,,,,,,,,,,,1,,7111,4100,3,5,3,2,1,4,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,2,700,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,3031,,,,,,,,,3031,3031,3031,1,1020.2787239105259
2025,02,2981501,1,0059,1,1,20250229815011005912,1,2,2,1,2,,2,46,2,16,1,1979,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,11,5,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,763.6637854757839
2025,02,2981501,1,0059,1,1,20250229815011005913,1,3,3,1,2,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,2981501,1,0059,1,1,20250229815011005914,1,4,3,1,2,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,2981501,1,0059,1,1,20250229815011005915,1,5,6,1,2,,2,64,2,31,8,1960,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,2,3,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,763.6637854757839
2025,02,2981501,1,0060,1,1,20250229815011006011,1,1,1,1,2,,2,22,1,8,3,2002,1,,,,,,,,,,,,,,,1,,5132,5610,3,5,1,,1,12,8,0,8,8,8,8,8,48,,48,1,,1,1,1,2,3,560,10,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,6,5,,2,2,2,2,2,2,10,6,1,1120,300,,,,,,,,1420,1420,1420,1,880.9426855846963
2025,02,2981501,1,0060,1,1,20250229815011006012,1,2,2,1,2,,1,23,2,5,2,2002,1,,,,,,,,,,,,,,,2,,5142,9602,2,,2,1,1,1,13,12,12,12,12,12,13,86,,86,1,,1,1,1,2,,,,,,,,,,,,,,,,,2,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,4,,2,2,2,2,2,2,10,6,1,,,517,,,,,,,517,517,517,1,811.7467115140337
