ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C300n,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_fma25
2025,02,27207,1,0036,1,1,202502272071003612,1,2,2,1,2,,2,61,2,31,12,1963,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1035.2431901452471
2025,02,27207,1,0036,1,1,202502272071003613,1,3,3,1,1,,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2025,02,27207,1,0036,1,1,202502272071003614,1,4,3,1,2,,2,28,1,6,10,1996,1,,,,,,,,,,,,,,,4,,3118,7110,2,,2,2,1,1,0,6,6,6,6,6,0,30,,30,1,,2,,2,2,,,,,,,,,,,,,,,,,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,,,1600,,,,,,,1600,1600,1600,1,1327.846641000232
2025,02,27207,1,0036,1,1,202502272071003615,1,6,3,1,2,,2,24,1,9,12,2000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,13,4,8,2,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,2,,,,,,,,,,,,,1,1194.2296250065428
2025,02,27207,1,0036,1,1,202502272071003616,1,7,3,1,2,,1,22,7,7,1,2003,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,5,,,2,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,10,4,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1100.4256993725803
2025,02,27207,1,0036,1,1,202502272071003617,1,5,3,1,2,,2,26,5,28,12,1998,1,,,,,,,,,,,,,,,5,,2634,7830,3,4,1,,4,500,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,2500,,,,,,,,,,,,,,,2,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,6,,2,2,2,2,2,2,10,7,1,2500,,,,,,,,624,2500,2500,3124,1,1327.846641000232
2025,02,27207,1,0037,1,1,202502272071003711,1,1,1,1,2,,1,49,1,8,6,1975,1,,,,,,,,,,,,,,,1,,2141,7490,3,5,1,,1,5,0,9,9,9,9,9,0,45,,45,1,,2,,2,2,4,3500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,3500,,,,,,,,918,3500,3500,4418,1,1134.870426392687
2025,02,27207,1,0037,1,1,202502272071003712,1,2,2,1,2,,2,50,2,11,10,1974,1,,,,,,,,,,,,,,,2,,2411,3510,3,5,1,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,5000,,,,,,,,,,,,,,,1,3,1,1,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,7,1,5000,,,,,,,,1125,5000,5000,6125,1,1035.2431901452471
2025,02,27207,1,0037,1,1,202502272071003713,1,3,3,1,2,,1,18,3,3,11,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,5,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,10,1,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1100.4256993725803
2025,02,27207,1,0037,1,1,202502272071003714,1,4,3,1,2,,1,15,4,9,12,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,3,,,2,3,1,4,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,1100.4256993725803
2025,02,27207,1,0038,1,1,202502272071003811,1,1,1,1,2,,2,46,1,26,6,1978,1,,,,,,,,,,,,,,,1,,2251,8620,3,5,2,1,1,6,0,2,0,4,8,0,0,14,,14,1,,2,,2,2,3,3500,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,7000,,,,,,,,,7000,7000,7000,1,1035.2431901452471
2025,02,18139,1,0019,1,1,202311181391001911,1,1,1,1,2,,1,47,1,9,7,1977,1,,,,,,,,,,,,,,,1,,5212,4719,3,5,1,,5,9998,0,6,6,6,6,6,0,30,,30,1,,2,,2,2,4,1900,50,,,,,,,,,,,,,,1,3,1,1,2,,1,2,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,3,,2,2,2,2,2,2,10,3,1,1900,50,,,,,,,492,1950,1950,2442,1,738.3987450957848
2025,02,18139,1,0019,1,1,202311181391001912,1,2,2,1,2,,2,46,1,10,1,1979,2,1,,,,,,,,,,,,,,2,,2341,8521,3,2,,,5,9998,0,0,0,0,0,0,0,0,,36,2,36,2,,2,2,4,2100,,,,,,,,,,,,,,,1,3,1,1,2,,1,4,2,,2,,2,,2,,2,,2,,1,1,2,,2,,11,5,,2,2,2,2,2,2,10,7,1,2100,,,,,,,,,2100,2100,2100,1,673.5766962418866
2025,02,18139,1,0019,1,1,202311181391001913,1,3,3,1,2,,1,16,3,20,3,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,3,1,4,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,715.9874260453286
2025,02,18139,1,0019,1,1,202311181391001914,1,4,3,1,2,,1,14,4,21,12,2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,2,5,,,2,3,1,4,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,2,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,715.9874260453286
2025,02,18166,1,0074,1,1,202411181661007411,1,1,1,1,2,,2,85,1,11,11,1939,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,6,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,11,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,340.9617901051199
2025,02,18166,1,0074,1,1,202411181661007412,1,2,7,1,2,,2,93,1,5,1,1932,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,2,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,1,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,340.9617901051199
2025,02,18166,1,0074,1,1,202411181661007413,1,3,7,1,2,,2,80,3,26,10,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,6,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,11,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,340.9617901051199
2025,02,18166,1,0075,1,1,202411181661007511,1,1,1,1,2,,1,80,4,16,5,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,3,4,,2,2,2,2,1,2,10,9,4,,,,,,,,,,,,,1,373.77444817185585
2025,02,18166,1,0075,1,1,202411181661007512,1,2,2,1,2,,2,68,2,8,11,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,3,4,,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,340.9617901051199
2025,02,18166,1,0075,1,1,202411181661007513,1,3,3,1,2,,1,45,3,10,11,1979,1,,,,,,,,,,,,,,,3,,3314,2710,3,5,1,,3,100,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,3000,500,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,12,2,,2,2,2,2,2,2,10,9,1,3000,42,,,,,,,1583,3042,3042,4625,1,373.77444817185585
2025,02,18166,1,0075,1,1,202411181661007514,1,4,3,1,2,,2,27,4,6,4,1997,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,6,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,437.3319931107091
2025,02,18166,1,0077,1,1,202411181661007711,1,1,1,1,2,,1,74,2,21,7,1950,1,,,,,,,,,,,,,,,1,,9629,9000,2,,3,2,1,1,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,,,,,,,,,,,,,,,,,1,6,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,11,6,,2,2,2,2,2,2,10,9,1,,,1000,,,,,,,1000,1000,1000,1,373.77444817185585
2025,02,18166,1,0077,1,1,202411181661007712,1,2,8,1,2,,1,70,2,21,12,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,7,,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,10,2,,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,373.77444817185585
2025,02,18166,1,0078,1,1,202411181661007811,1,1,1,1,2,,1,86,1,18,7,1938,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,6,,,1,1,1,3,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,9,3,,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,373.77444817185585
2025,02,18166,1,0078,1,1,202411181661007812,1,2,2,1,2,,2,80,1,29,5,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,9,4,,,,,,,,,,,,,1,340.9617901051199
2025,02,18166,1,0078,1,1,202411181661007813,1,3,3,1,2,,1,58,3,29,1,1967,1,,,,,,,,,,,,,,,3,,9112,8412,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,1500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,1500,,,,,,,,83,1500,1500,1583,1,373.77444817185585
2025,02,1817602,1,0061,1,1,20231118176021006111,1,1,1,1,2,,2,57,1,7,9,1967,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,5,1,,2,2,2,2,2,2,10,6,4,,,,,,,,,,,,,1,801.3735550458628
2025,02,1817602,1,0062,1,1,20231118176021006211,1,1,1,1,2,,1,54,1,25,8,1970,1,,,,,,,,,,,,,,,1,,8183,8292,3,5,1,,5,700,0,11,11,11,11,11,11,66,,66,1,,2,,2,2,3,1000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,2000,,,,,,,,501,2000,2000,2501,1,878.4942096427827
2025,02,1817602,1,0062,1,1,20231118176021006212,1,2,2,1,2,,2,49,2,15,5,1975,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,1,1,4,,,,,,,,,,,,,1,801.3735550458628
2025,02,1817602,1,0062,1,1,20231118176021006213,1,3,3,1,2,,2,24,3,10,12,2000,1,,,,,,,,,,,,,,,3,,3411,8530,3,5,1,,5,9000,0,6,6,6,6,6,0,30,,30,1,,2,,2,2,4,1130,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,11,6,,2,2,2,2,2,2,10,1,1,1130,,,,,,,,17,1130,1130,1147,1,924.4436952039337
2025,02,1817602,1,0062,1,1,20231118176021006214,1,4,3,1,2,,1,15,4,24,12,2009,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,2,6,,,2,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,5,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,851.8308192361146
2025,02,1817602,1,0063,1,1,20240218176021006311,1,1,1,1,2,,1,38,1,23,6,1986,1,,,,,,,,,,,,,,,1,,4416,8610,3,5,1,,3,100,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,4,2000,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,3,,2,2,2,2,2,2,10,7,1,2000,,,,,,,,501,2000,2000,2501,1,1070.6601565614787
2025,02,1817602,1,0064,1,1,20231118176021006411,1,1,1,1,2,,1,62,2,29,12,1962,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,3,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,878.4942096427827
2025,02,1817602,1,0064,1,1,20231118176021006412,1,2,3,1,2,,1,22,2,7,7,2002,1,,,,,,,,,,,,,,,2,,4222,8220,3,5,1,,2,50,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,3,490,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,980,,,,,,,,,980,980,980,1,851.8308192361146
2025,02,1827302,1,0019,1,1,20241118273021001911,1,1,1,1,2,,2,45,1,10,8,1979,1,,,,,,,,,,,,,,,1,,5212,4721,2,,2,2,1,2,7,10,10,10,10,10,8,65,,65,1,,2,,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,1,1,1,,,1869,346,,,,,,2215,2215,2215,1,378.5818300386209
2025,02,1827302,1,0019,1,1,20241118273021001912,1,2,2,1,2,,1,44,2,28,10,1980,1,,,,,,,,,,,,,,,2,,7212,8411,3,2,,,5,9998,0,8,8,8,8,8,6,46,,46,1,,2,,2,2,4,2500,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,2500,,,,,,,,58,2500,2500,2558,1,505.79717644573856
2025,02,1827302,1,0019,1,1,20241118273021001915,1,3,3,1,2,,2,23,3,7,11,2001,1,,,,,,,,,,,,,,,3,,5243,4791,2,,3,2,1,1,0,0,0,6,6,6,6,24,,24,1,,1,2,2,2,,,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,,,874,50,,,,,,924,924,924,1,436.72215497295895
2025,02,1827302,1,0019,1,1,20241118273021001913,1,4,3,1,2,,2,19,4,25,1,2006,1,,,,,,,,,,,,,,,4,,9535,4782,3,5,3,2,1,2,9,0,0,0,9,9,9,36,15,51,1,,1,1,1,1,2,120,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,10,7,1,520,,,,,,,,,520,520,520,1,436.72215497295895
2025,02,1827302,1,0019,1,1,20241118273021001914,1,5,3,1,2,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2025,02,1827302,1,0020,1,1,20241118273021002011,1,1,1,1,2,,1,60,1,25,3,1964,1,,,,,,,,,,,,,,,1,,5329,8610,3,2,,,5,9998,12,0,12,0,12,0,12,48,,48,1,,2,,2,2,4,2500,60,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,10,1,,2,2,2,2,2,2,10,7,1,2500,260,,,,,,,58,2760,2760,2818,1,415.0148747369918
2025,02,1827302,1,0020,1,1,20241118273021002012,1,2,2,1,2,,2,48,2,10,5,1976,1,,,,,,,,,,,,,,,2,,3221,8610,3,2,,,5,9998,0,12,0,12,0,12,0,36,,36,1,,2,,2,2,4,2000,75,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,2000,325,,,,,,,50,2325,2325,2375,1,378.5818300386209
2025,02,1827302,1,0020,1,1,20241118273021002013,1,3,3,1,2,,1,24,3,19,8,2000,1,,,,,,,,,,,,,,,3,,4321,8610,3,2,,,5,9998,0,8,8,8,8,8,0,40,,40,1,,2,,2,2,4,2000,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,2000,,,,,,,,,2000,2000,2000,1,402.4186578146441
2025,02,1827302,1,0020,1,1,20241118273021002014,1,4,3,1,2,,2,20,4,19,10,2004,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,13,2,3,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,2,,,,,,,,,,,,,1,436.72215497295895
2025,02,1827302,1,0022,1,1,20241118273021002211,1,1,1,1,2,,1,84,1,16,8,1940,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,2,2,7,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,4,5,,2,2,2,2,2,2,10,7,4,,,,,,,,,,,,,1,415.0148747369918
2025,02,1827302,1,0022,1,1,20250218273021002212,1,2,2,1,2,,2,68,2,10,10,1956,1,,,,,,,,,,,,,,,2,,9111,9700,6,,,,1,1,0,0,0,0,9,0,0,9,,9,1,,1,1,1,2,2,40,15,,,,,,,,,,,,,,1,1,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,6,5,,2,2,2,2,2,2,1,7,1,173,65,,,,,,,,238,238,238,1,378.5818300386209
2025,02,1827302,1,0022,1,1,20250218273021002213,1,3,3,1,2,,1,27,3,1,4,1997,1,,,,,,,,,,,,,,,3,,7111,4100,3,5,3,2,1,5,0,8,8,8,8,8,6,46,,46,1,,2,,2,2,2,650,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,2,,2,,2,,2,,10,1,,2,2,2,2,2,2,10,7,1,2815,,,,,,,,,2815,2815,2815,1,505.79717644573856
2025,02,18294,1,0005,1,1,202402182941000511,1,1,1,1,2,,1,46,1,22,2,1978,1,,,,,,,,,,,,,,,1,,4321,5229,3,5,1,,2,30,0,8,8,8,8,8,4,44,,44,1,,1,1,1,2,4,2250,,,,,,,,,,,,,,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,8,1,,2,2,2,2,2,2,10,5,1,2250,,,,,,,,208,2250,2250,2458,1,361.4558631717394
2025,02,18294,1,0005,1,1,202402182941000512,1,2,2,1,2,,2,38,2,20,7,1986,1,,,,,,,,,,,,,,,2,,5329,8620,3,5,2,1,1,2,0,8,8,8,8,8,8,48,,48,1,,2,,2,2,3,600,,,,,,,,,,,,,,,1,5,2,,2,,2,,2,,1,5,2,,2,,2,,1,5,2,,2,,2,,9,3,,2,2,2,2,2,2,10,7,1,1200,,,,,,,,,1200,1200,1200,1,422.9187250107784
